Sensor,Traffic Flow,Red Light Flow,Battery Power Level%,Light Status,Bulb Status,Accident Status,Gunshot 
NS1,23,0,72,G,N/A,0,0,
NS1,19,0,60,G,N/A,0,0,
NS1,19,0,35,G,N/A,0,0,
NS1,15,0,44,G,N/A,0,0,
NS1,23,0,61,G,N/A,0,0,
NS1,8,0,35,G,N/A,0,0,
NS1,14,0,52,G,N/A,0,0,
NS1,3,0,70,G,N/A,0,0,
NS1,10,0,82,G,N/A,0,0,
NS1,3,0,71,A,N/A,0,0,
NS1,3,0,43,A,N/A,0,0,
NS1,7,0,71,A,N/A,0,0,
NS1,2,0,49,A,N/A,0,0,
NS1,19,0,52,A,N/A,0,0,
NS1,0,1,54,R,N/A,0,1,
NS1,0,0,33,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,1,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,88,R,N/A,0,0,
NS1,0,0,58,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,85,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,91,R,N/A,0,0,
NS1,0,0,61,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,67,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,63,R,N/A,0,0,
NS1,22,0,52,G,N/A,0,0,
NS1,13,0,77,G,N/A,0,0,
NS1,21,0,68,G,N/A,0,0,
NS1,8,0,40,G,N/A,0,0,
NS1,21,0,27,G,N/A,0,0,
NS1,15,0,24,G,N/A,0,0,
NS1,13,0,34,G,N/A,0,1,
NS1,18,0,65,G,N/A,0,0,
NS1,14,0,86,G,N/A,0,0,
NS1,24,0,58,G,N/A,0,0,
NS1,4,0,75,G,N/A,0,0,
NS1,9,0,85,G,N/A,0,0,
NS1,8,0,69,G,N/A,0,0,
NS1,16,0,58,G,N/A,0,0,
NS1,7,0,57,G,N/A,0,0,
NS1,18,0,41,G,N/A,0,0,
NS1,16,0,67,G,N/A,0,0,
NS1,14,0,76,G,N/A,0,0,
NS1,0,0,76,G,N/A,0,0,
NS1,21,0,89,G,N/A,0,0,
NS1,0,0,84,G,N/A,0,0,
NS1,1,0,83,G,N/A,0,0,
NS1,4,0,49,G,N/A,0,0,
NS1,0,0,47,G,N/A,0,0,
NS1,10,0,53,G,N/A,0,0,
NS1,1,0,79,A,N/A,0,1,
NS1,21,0,75,A,N/A,0,0,
NS1,21,0,81,A,N/A,0,0,
NS1,17,0,66,A,N/A,0,0,
NS1,19,0,63,A,N/A,0,1,
NS1,0,2,36,R,N/A,0,0,
NS1,0,3,54,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,89,R,N/A,0,0,
NS1,0,0,82,R,N/A,0,0,
NS1,0,0,46,R,N/A,0,0,
NS1,0,0,42,R,N/A,0,0,
NS1,0,2,67,R,N/A,0,1,
NS1,0,0,69,R,N/A,0,1,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,37,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,1,
NS1,0,0,84,R,N/A,0,0,
NS1,0,0,55,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,38,R,N/A,0,1,
NS1,0,0,30,R,N/A,0,0,
NS1,0,0,22,R,N/A,0,1,
NS1,0,0,63,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,49,R,N/A,0,0,
NS1,14,0,52,G,N/A,0,0,
NS1,2,0,70,G,N/A,0,0,
NS1,24,0,64,G,N/A,0,0,
NS1,9,0,84,G,N/A,0,0,
NS1,7,0,73,G,N/A,0,0,
NS1,1,0,78,G,N/A,0,0,
NS1,7,0,78,G,N/A,0,0,
NS1,9,0,52,G,N/A,0,0,
NS1,22,0,41,G,N/A,0,0,
NS1,16,0,38,G,N/A,0,1,
NS1,1,0,69,G,N/A,0,0,
NS1,1,0,81,G,N/A,0,1,
NS1,1,0,91,G,N/A,0,0,
NS1,4,0,75,G,N/A,0,0,
NS1,21,0,43,G,N/A,0,0,
NS1,18,0,68,G,N/A,0,0,
NS1,23,0,62,G,N/A,0,0,
NS1,3,0,85,G,N/A,0,1,
NS1,0,0,72,G,N/A,0,0,
NS1,18,0,62,G,N/A,0,0,
NS1,9,0,41,G,N/A,0,1,
NS1,5,0,52,G,N/A,0,0,
NS1,14,0,57,G,N/A,0,0,
NS1,21,0,35,G,N/A,0,0,
NS1,20,0,66,G,N/A,0,0,
NS1,20,0,44,A,N/A,0,0,
NS1,9,0,31,A,N/A,0,1,
NS1,12,0,68,A,N/A,0,0,
NS1,1,0,40,A,N/A,0,0,
NS1,22,0,27,A,N/A,0,0,
NS1,0,2,66,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,53,R,N/A,0,0,
NS1,0,0,48,R,N/A,0,1,
NS1,0,0,75,R,N/A,0,0,
NS1,0,0,65,R,N/A,0,1,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,41,R,N/A,0,0,
NS1,0,0,31,R,N/A,0,0,
NS1,0,0,37,R,N/A,0,0,
NS1,0,0,29,R,N/A,0,0,
NS1,0,0,22,R,N/A,0,0,
NS1,0,0,29,R,N/A,0,1,
NS1,0,0,64,R,N/A,0,0,
NS1,0,0,69,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,0,0,83,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,69,R,N/A,0,0,
NS1,0,0,57,R,N/A,0,0,
NS1,0,0,45,R,N/A,0,1,
NS1,0,0,57,R,N/A,0,1,
NS1,0,0,69,R,N/A,0,1,
NS1,0,0,71,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,40,R,N/A,0,0,
NS1,7,0,55,G,N/A,0,0,
NS1,10,0,52,G,N/A,0,0,
NS1,15,0,32,G,N/A,0,0,
NS1,10,0,56,G,N/A,0,0,
NS1,8,0,41,G,N/A,0,0,
NS1,12,0,36,G,N/A,0,1,
NS1,8,0,33,G,N/A,0,0,
NS1,21,0,48,G,N/A,0,0,
NS1,2,0,63,G,N/A,0,1,
NS1,20,0,42,G,N/A,0,0,
NS1,16,0,37,G,N/A,0,0,
NS1,9,0,72,G,N/A,0,1,
NS1,11,0,79,G,N/A,0,0,
NS1,22,0,87,G,N/A,0,0,
NS1,22,0,51,G,N/A,0,0,
NS1,12,0,64,G,N/A,0,0,
NS1,21,0,58,G,N/A,0,0,
NS1,19,0,72,G,N/A,0,0,
NS1,23,0,56,G,N/A,0,0,
NS1,0,0,50,G,N/A,0,0,
NS1,22,0,38,G,N/A,0,0,
NS1,4,0,34,G,N/A,0,0,
NS1,17,0,35,G,N/A,0,0,
NS1,21,0,53,G,N/A,0,0,
NS1,23,0,78,G,N/A,0,0,
NS1,2,0,59,A,N/A,0,0,
NS1,7,0,73,A,N/A,0,0,
NS1,3,0,42,A,N/A,0,0,
NS1,2,0,38,A,N/A,0,0,
NS1,15,0,36,A,N/A,0,0,
NS1,0,1,23,R,N/A,0,0,
NS1,0,1,16,R,N/A,0,0,
NS1,0,0,34,R,N/A,0,0,
NS1,0,1,33,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,1,
NS1,0,0,40,R,N/A,0,0,
NS1,0,0,33,R,N/A,0,0,
NS1,0,0,50,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,84,R,N/A,0,0,
NS1,0,0,83,R,N/A,0,0,
NS1,0,0,85,R,N/A,0,0,
NS1,0,0,69,R,N/A,0,0,
NS1,0,0,71,R,N/A,0,0,
NS1,0,0,80,R,N/A,0,0,
NS1,0,0,89,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,93,R,N/A,0,0,
NS1,0,0,80,R,N/A,0,0,
NS1,0,0,81,R,N/A,0,0,
NS1,0,0,51,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,1,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,35,R,N/A,0,0,
NS1,0,0,56,R,N/A,0,0,
NS1,0,0,70,R,N/A,0,0,
NS1,0,0,47,R,N/A,0,0,
NS1,0,0,64,R,N/A,0,0,
NS1,8,0,70,G,N/A,0,0,
NS1,13,0,87,G,N/A,0,0,
NS1,1,0,88,G,N/A,0,0,
NS1,5,0,71,G,N/A,0,0,
NS1,15,0,73,G,N/A,0,0,
NS1,6,0,76,G,N/A,0,0,
NS1,5,0,90,G,N/A,0,0,
NS1,2,0,88,G,N/A,0,0,
NS1,11,0,93,G,N/A,0,0,
NS1,18,0,83,G,N/A,0,0,
NS1,18,0,88,G,N/A,0,0,
NS1,14,0,82,G,N/A,0,0,
NS1,10,0,73,G,N/A,0,0,
NS1,7,0,63,G,N/A,0,0,
NS1,18,0,39,G,N/A,0,0,
NS1,11,0,37,G,N/A,0,0,
NS1,14,0,55,G,N/A,0,0,
NS1,8,0,50,G,N/A,0,0,
NS1,1,0,57,G,N/A,0,0,
NS1,24,0,67,G,N/A,0,0,
NS1,17,0,82,G,N/A,0,1,
NS1,9,0,93,G,N/A,0,0,
NS1,4,0,79,G,N/A,0,0,
NS1,14,0,65,G,N/A,0,0,
NS1,6,0,61,G,N/A,0,0,
NS1,24,0,54,A,N/A,0,0,
NS1,23,0,56,A,N/A,0,0,
NS1,8,0,77,A,N/A,0,0,
NS1,16,0,87,A,N/A,0,0,
NS1,2,0,68,A,N/A,0,1,
NS1,0,2,42,R,N/A,0,0,
NS1,0,3,49,R,N/A,0,0,
NS1,0,0,68,R,N/A,0,0,
NS1,0,0,77,R,N/A,0,0,
NS1,0,0,85,R,N/A,0,0,
NS1,0,0,66,R,N/A,0,0,
NS1,0,0,39,R,N/A,0,0,
NS1,0,0,54,R,N/A,0,0,
NS1,0,0,59,R,N/A,0,0,
NS1,0,0,83,R,N/A,0,0,
NS1,0,0,90,R,N/A,0,1,
NS1,0,0,52,R,N/A,0,0,
NS1,0,0,71,R,N/A,0,0,
NS1,0,0,48,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,52,R,N/A,0,0,
NS1,0,0,76,R,N/A,0,0,
NS1,0,0,90,R,N/A,0,0,
NS1,0,0,96,R,N/A,0,0,
NS1,0,0,58,R,N/A,0,0,
NS1,0,0,60,R,N/A,0,0,
NS1,0,0,58,R,N/A,0,0,
NS1,0,0,78,R,N/A,0,0,
NS1,0,0,72,R,N/A,0,0,
NS1,0,0,43,R,N/A,0,1,
NS1,0,0,40,R,N/A,0,1,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,62,R,N/A,0,0,
NS1,0,0,74,R,N/A,0,0,
NS1,0,0,73,R,N/A,0,0,
NS1,18,0,59,G,N/A,0,0,
NS1,14,0,70,G,N/A,0,0,
NS1,8,0,45,G,N/A,0,0,
NS1,11,0,29,G,N/A,0,0,
NS1,2,0,51,G,N/A,0,0,
NS1,22,0,58,G,N/A,0,0,
NS1,20,0,71,G,N/A,0,0,
NS1,15,0,76,G,N/A,0,0,
NS1,11,0,70,G,N/A,0,0,
NS1,8,0,72,G,N/A,0,0,
NS1,19,0,85,G,N/A,0,0,
NS1,9,0,61,G,N/A,0,0,
NS1,6,0,45,G,N/A,0,0,
NS1,11,0,74,G,N/A,0,0,
NS1,17,0,64,G,N/A,0,0,
NS1,6,0,39,G,N/A,0,0,
NS1,22,0,52,G,N/A,0,0,
NS1,13,0,66,G,N/A,0,0,
NS1,5,0,44,G,N/A,0,0,
NS2,24,0,54,G,N/A,0,0,
NS2,11,0,70,G,N/A,0,0,
NS2,21,0,83,G,N/A,0,0,
NS2,24,0,81,G,N/A,0,0,
NS2,4,0,51,G,N/A,0,0,
NS2,9,0,75,G,N/A,0,0,
NS2,11,0,50,A,N/A,0,0,
NS2,18,0,40,A,N/A,0,0,
NS2,24,0,56,A,N/A,0,0,
NS2,0,0,56,A,N/A,0,0,
NS2,4,0,77,A,N/A,0,0,
NS2,0,1,92,R,N/A,0,0,
NS2,0,2,84,R,N/A,0,0,
NS2,0,0,79,R,N/A,0,0,
NS2,0,0,88,R,N/A,0,0,
NS2,0,0,97,R,N/A,0,0,
NS2,0,0,83,R,N/A,0,0,
NS2,0,0,62,R,N/A,0,0,
NS2,0,0,45,R,N/A,0,0,
NS2,0,0,67,R,N/A,0,0,
NS2,0,0,81,R,N/A,0,0,
NS2,0,0,52,R,N/A,0,0,
NS2,0,0,31,R,N/A,0,0,
NS2,0,0,54,R,N/A,0,0,
NS2,0,0,80,R,N/A,0,0,
NS2,0,0,61,R,N/A,0,0,
NS2,0,0,59,R,N/A,0,0,
NS2,0,0,68,R,N/A,0,0,
NS2,0,0,81,R,N/A,0,0,
NS2,0,0,78,R,N/A,0,0,
NS2,0,0,63,R,N/A,0,0,
NS2,0,0,55,R,N/A,0,0,
NS2,0,0,71,R,N/A,0,0,
NS2,0,0,77,R,N/A,0,0,
NS2,0,0,58,R,N/A,0,0,
NS2,0,0,79,R,N/A,0,0,
NS2,0,0,70,R,N/A,0,0,
NS2,0,0,42,R,N/A,0,0,
NS2,0,0,55,R,N/A,0,0,
NS2,0,0,75,R,N/A,0,0,
NS2,0,0,68,R,N/A,0,0,
NS2,8,0,67,G,N/A,0,0,
NS2,16,0,77,G,N/A,0,0,
NS2,5,0,68,G,N/A,0,1,
NS2,1,0,68,G,N/A,0,1,
NS2,12,0,74,G,N/A,0,0,
NS2,8,0,53,G,N/A,0,0,
NS2,16,0,72,G,N/A,0,0,
NS2,11,0,42,G,N/A,0,1,
NS2,1,0,54,G,N/A,0,0,
NS2,5,0,56,G,N/A,0,0,
NS2,11,0,69,G,N/A,0,0,
NS2,3,0,44,G,N/A,0,0,
NS2,20,0,35,G,N/A,0,0,
NS2,3,0,44,G,N/A,0,0,
NS2,19,0,57,G,N/A,0,0,
NS2,4,0,42,G,N/A,0,0,
NS2,22,0,53,G,N/A,0,1,
NS2,21,0,44,G,N/A,0,0,
NS2,0,0,34,G,N/A,0,0,
NS2,7,0,34,G,N/A,0,0,
NS2,11,0,58,G,N/A,0,0,
NS2,2,0,51,G,N/A,0,0,
NS2,3,0,48,G,N/A,0,0,
NS2,4,0,49,G,N/A,0,0,
NS2,1,0,73,G,N/A,0,0,
NS2,5,0,70,A,N/A,0,0,
NS2,12,0,88,A,N/A,0,1,
NS2,1,0,78,A,N/A,0,0,
NS2,13,0,53,A,N/A,0,0,
NS2,4,0,35,A,N/A,0,0,
NS2,0,2,39,R,N/A,0,0,
NS2,0,0,34,R,N/A,0,0,
NS2,0,1,37,R,N/A,0,0,
NS2,0,0,53,R,N/A,0,0,
NS2,0,0,73,R,N/A,0,0,
NS2,0,0,88,R,N/A,0,0,
NS2,0,0,67,R,N/A,0,0,
NS2,0,0,85,R,N/A,0,0,
NS2,0,0,78,R,N/A,0,0,
NS2,0,0,71,R,N/A,0,0,
NS2,0,0,84,R,N/A,0,0,
NS2,0,0,96,R,N/A,0,0,
NS2,0,0,84,R,N/A,0,1,
NS2,0,0,85,R,N/A,0,0,
NS2,0,0,78,R,N/A,0,0,
NS2,0,0,55,R,N/A,0,0,
NS2,0,0,42,R,N/A,0,1,
NS2,0,0,29,R,N/A,0,0,
NS2,0,0,38,R,N/A,0,0,
NS2,0,0,68,R,N/A,0,0,
NS2,0,0,70,R,N/A,0,0,
NS2,0,0,46,R,N/A,0,0,
NS2,0,0,68,R,N/A,0,0,
NS2,0,0,49,R,N/A,0,0,
NS2,0,0,55,R,N/A,0,0,
NS2,0,0,44,R,N/A,0,0,
NS2,0,0,70,R,N/A,0,0,
NS2,0,0,86,R,N/A,0,0,
NS2,0,0,64,R,N/A,0,0,
NS2,0,0,69,R,N/A,0,0,
NS2,3,0,57,G,N/A,0,0,
NS2,7,0,49,G,N/A,0,0,
NS2,12,0,59,G,N/A,0,0,
NS2,16,0,41,G,N/A,0,0,
NS2,19,0,57,G,N/A,0,0,
NS2,5,0,37,G,N/A,0,0,
NS2,21,0,24,G,N/A,0,0,
NS2,10,0,45,G,N/A,0,0,
NS2,24,0,32,G,N/A,0,0,
NS2,19,0,54,G,N/A,0,0,
NS2,23,0,42,G,N/A,0,0,
NS2,15,0,74,G,N/A,0,0,
NS2,5,0,70,G,N/A,0,0,
NS2,2,0,71,G,N/A,0,0,
NS2,0,0,62,G,N/A,0,0,
NS2,14,0,84,G,N/A,0,0,
NS2,3,0,77,G,N/A,0,0,
NS2,6,0,91,G,N/A,0,0,
NS2,14,0,75,G,N/A,0,0,
NS2,14,0,52,G,N/A,0,0,
NS2,16,0,78,G,N/A,0,0,
NS2,6,0,53,G,N/A,0,0,
NS2,13,0,42,G,N/A,0,0,
NS2,15,0,73,G,N/A,0,0,
NS2,19,0,51,G,N/A,0,0,
NS2,6,0,67,A,N/A,0,0,
NS2,24,0,76,A,N/A,0,1,
NS2,1,0,44,A,N/A,0,0,
NS2,4,0,67,A,N/A,0,0,
NS2,14,0,63,A,N/A,0,0,
NS2,0,1,56,R,N/A,0,0,
NS2,0,0,40,R,N/A,0,0,
NS2,0,2,44,R,N/A,0,0,
NS2,0,0,58,R,N/A,0,0,
NS2,0,3,57,R,N/A,0,0,
NS2,0,0,75,R,N/A,0,0,
NS2,0,0,77,R,N/A,0,0,
NS2,0,0,80,R,N/A,0,0,
NS2,0,0,46,R,N/A,0,0,
NS2,0,0,74,R,N/A,0,0,
NS2,0,0,82,R,N/A,0,0,
NS2,0,0,76,R,N/A,0,0,
NS2,0,0,63,R,N/A,0,1,
NS2,0,0,63,R,N/A,0,0,
NS2,0,0,65,R,N/A,0,0,
NS2,0,0,58,R,N/A,0,0,
NS2,0,0,60,R,N/A,0,0,
NS2,0,0,83,R,N/A,0,1,
NS2,0,0,84,R,N/A,0,0,
NS2,0,0,72,R,N/A,0,0,
NS2,0,0,80,R,N/A,0,0,
NS2,0,0,73,R,N/A,0,0,
NS2,0,0,67,R,N/A,0,0,
NS2,0,0,76,R,N/A,0,0,
NS2,0,0,43,R,N/A,0,0,
NS2,0,0,43,R,N/A,0,0,
NS2,0,0,30,R,N/A,0,0,
NS2,0,0,57,R,N/A,0,0,
NS2,0,0,38,R,N/A,0,0,
NS2,0,0,52,R,N/A,0,0,
NS2,19,0,35,G,N/A,0,0,
NS2,9,0,24,G,N/A,0,1,
NS2,1,0,19,G,N/A,0,1,
NS2,11,0,34,G,N/A,0,0,
NS2,9,0,61,G,N/A,0,0,
NS2,10,0,52,G,N/A,0,1,
NS2,17,0,65,G,N/A,0,0,
NS2,7,0,82,G,N/A,0,0,
NS2,10,0,48,G,N/A,0,1,
NS2,19,0,30,G,N/A,0,0,
NS2,13,0,28,G,N/A,0,0,
NS2,8,0,39,G,N/A,0,0,
NS2,8,0,60,G,N/A,0,0,
NS2,11,0,40,G,N/A,0,0,
NS2,17,0,33,G,N/A,0,0,
NS2,4,0,52,G,N/A,0,0,
NS2,16,0,32,G,N/A,0,0,
NS2,4,0,52,G,N/A,0,0,
NS2,12,0,48,G,N/A,0,0,
NS2,19,0,43,G,N/A,0,0,
NS2,18,0,27,G,N/A,0,0,
NS2,15,0,19,G,N/A,0,0,
NS2,18,0,23,G,N/A,0,0,
NS2,11,0,37,G,N/A,0,0,
NS2,17,0,68,G,N/A,0,0,
NS2,14,0,83,A,N/A,0,0,
NS2,4,0,84,A,N/A,0,0,
NS2,4,0,67,A,N/A,0,0,
NS2,2,0,48,A,N/A,0,0,
NS2,20,0,45,A,N/A,0,0,
NS2,0,2,38,R,N/A,0,0,
NS2,0,1,65,R,N/A,0,0,
NS2,0,3,84,R,N/A,0,0,
NS2,0,0,51,R,N/A,0,0,
NS2,0,0,50,R,N/A,0,1,
NS2,0,0,41,R,N/A,0,0,
NS2,0,1,31,R,N/A,0,0,
NS2,0,2,33,R,N/A,0,0,
NS2,0,0,40,R,N/A,0,0,
NS2,0,0,71,R,N/A,0,0,
NS2,0,0,75,R,N/A,0,0,
NS2,0,0,58,R,N/A,0,0,
NS2,0,0,54,R,N/A,0,0,
NS2,0,0,72,R,N/A,0,0,
NS2,0,0,67,R,N/A,0,0,
NS2,0,0,83,R,N/A,0,0,
NS2,0,0,80,R,N/A,0,0,
NS2,0,0,70,R,N/A,0,0,
NS2,0,0,72,R,N/A,0,0,
NS2,0,0,63,R,N/A,0,1,
NS2,0,0,74,R,N/A,0,0,
NS2,0,0,74,R,N/A,0,0,
NS2,0,0,75,R,N/A,0,1,
NS2,0,0,77,R,N/A,0,0,
NS2,0,0,47,R,N/A,0,0,
NS2,0,0,31,R,N/A,0,1,
NS2,0,0,54,R,N/A,0,0,
NS2,0,0,51,R,N/A,0,0,
NS2,0,0,32,R,N/A,0,0,
NS2,0,0,24,R,N/A,0,0,
NS2,0,0,32,G,N/A,0,0,
NS2,3,0,65,G,N/A,0,1,
NS2,9,0,73,G,N/A,0,0,
NS2,10,0,70,G,N/A,0,0,
NS2,8,0,51,G,N/A,0,0,
NS2,1,0,58,G,N/A,0,0,
NS2,17,0,72,G,N/A,0,0,
NS2,13,0,51,G,N/A,0,0,
NS2,17,0,59,G,N/A,0,0,
NS2,2,0,58,G,N/A,0,0,
NS2,19,0,51,G,N/A,0,0,
NS2,17,0,55,G,N/A,0,0,
NS2,18,0,79,G,N/A,0,0,
NS2,22,0,81,G,N/A,0,0,
NS2,9,0,94,G,N/A,0,0,
NS2,11,0,57,G,N/A,0,0,
NS2,3,0,80,G,N/A,0,0,
NS2,24,0,68,G,N/A,0,0,
NS2,8,0,60,G,N/A,0,0,
NS2,5,0,57,G,N/A,0,0,
NS2,11,0,52,G,N/A,0,0,
NS2,17,0,42,G,N/A,0,0,
NS2,2,0,49,G,N/A,0,0,
NS2,11,0,53,G,N/A,0,0,
NS2,7,0,40,G,N/A,0,0,
NS2,23,0,44,A,N/A,0,0,
NS2,11,0,61,A,N/A,0,0,
NS2,23,0,77,A,N/A,0,0,
NS2,19,0,77,A,N/A,0,0,
NS2,2,0,52,A,N/A,0,0,
NS2,0,2,73,R,N/A,0,0,
NS2,0,0,76,R,N/A,0,0,
NS2,0,1,87,R,N/A,0,0,
NS2,0,0,60,R,N/A,0,0,
NS2,0,0,40,R,N/A,0,1,
NS2,0,0,60,R,N/A,0,0,
NS2,0,0,47,R,N/A,0,1,
NS2,0,0,40,R,N/A,0,0,
NS2,0,0,33,R,N/A,0,0,
NS2,0,0,50,R,N/A,0,1,
NS2,0,0,41,R,N/A,0,0,
NS2,0,0,54,R,N/A,0,0,
NS2,0,0,64,R,N/A,0,0,
NS2,0,0,54,R,N/A,0,0,
NS2,0,0,59,R,N/A,0,0,
NS2,0,0,70,R,N/A,0,0,
NS2,0,0,40,R,N/A,0,0,
NS2,0,0,34,R,N/A,0,0,
NS2,0,0,57,R,N/A,0,1,
NS2,0,0,57,R,N/A,0,0,
NS2,0,0,76,R,N/A,0,0,
NS2,0,0,90,R,N/A,0,0,
NS2,0,0,94,R,N/A,0,0,
NS2,0,0,69,R,N/A,0,1,
NS2,0,0,63,R,N/A,0,0,
NS2,0,0,65,R,N/A,0,0,
NS2,0,0,45,R,N/A,0,0,
NS2,0,0,34,R,N/A,0,0,
NS2,0,0,63,R,N/A,0,1,
NS2,0,0,46,R,N/A,0,0,
NS2,23,0,59,G,N/A,0,0,
NS2,19,0,74,G,N/A,0,0,
NS2,23,0,88,G,N/A,0,0,
NS2,18,0,71,G,N/A,0,0,
NS2,16,0,52,G,N/A,0,0,
NS2,3,0,74,G,N/A,0,0,
NS2,20,0,77,G,N/A,0,1,
NS2,21,0,73,G,N/A,0,0,
NS2,24,0,55,G,N/A,0,0,
NS2,12,0,66,G,N/A,0,1,
NS2,13,0,70,G,N/A,0,0,
NS2,23,0,41,G,N/A,0,0,
NS2,15,0,57,G,N/A,0,0,
NS2,24,0,48,G,N/A,0,0,
NS2,8,0,67,G,N/A,0,0,
NS2,7,0,38,G,N/A,0,0,
NS2,13,0,59,G,N/A,0,0,
NS2,14,0,51,G,N/A,0,0,
NS2,9,0,39,G,N/A,0,0,
NS2,10,0,29,G,N/A,0,0,
NS2,8,0,27,G,N/A,0,1,
NS2,4,0,41,G,N/A,0,0,
NS2,3,0,46,G,N/A,0,0,
NS2,3,0,50,G,N/A,0,1,
NS2,5,0,43,G,N/A,0,1,
NS2,21,0,68,A,N/A,0,1,
NS2,9,0,49,A,N/A,0,0,
NS2,19,0,44,A,N/A,0,0,
NS2,23,0,55,A,N/A,0,0,
NS2,6,0,74,A,N/A,0,0,
NS2,0,1,55,R,N/A,0,0,
NS2,0,1,33,R,N/A,0,0,
NS2,0,0,45,R,N/A,0,0,
NS2,0,0,38,R,N/A,0,0,
NS2,0,0,34,R,N/A,0,0,
NS2,0,0,58,R,N/A,0,0,
NS2,0,0,75,R,N/A,0,0,
NS2,0,0,61,R,N/A,0,1,
NS2,0,0,66,R,N/A,0,1,
NS2,0,0,45,R,N/A,0,0,
NS2,0,0,40,R,N/A,0,1,
NS2,0,0,55,R,N/A,0,0,
NS2,0,0,55,R,N/A,0,0,
NS2,0,0,38,R,N/A,0,0,
NS2,0,0,39,R,N/A,0,0,
NS2,0,0,31,R,N/A,0,0,
NS2,0,0,30,R,N/A,1,0,
NS2,0,0,49,R,N/A,0,1,
NS2,0,0,47,R,N/A,0,0,
NS2,0,0,62,R,N/A,0,0,
NS2,0,0,38,R,N/A,0,0,
NS2,0,0,45,R,N/A,0,0,
NS2,0,0,57,R,N/A,0,1,
NS2,0,0,57,R,N/A,0,1,
NS2,0,0,69,R,N/A,0,0,
NS2,0,0,41,R,N/A,0,1,
NS2,0,0,60,R,N/A,0,0,
NS2,0,0,72,R,N/A,0,1,
NS2,0,0,81,R,N/A,0,0,
NS2,0,0,66,R,N/A,0,0,
NS2,22,0,86,G,N/A,0,0,
NS2,21,0,74,G,N/A,0,0,
NS2,15,0,84,G,N/A,0,0,
NS2,19,0,66,G,N/A,0,0,
NS2,18,0,57,G,N/A,0,0,
NS2,8,0,53,G,N/A,0,0,
NS2,14,0,41,G,N/A,0,0,
NS2,12,0,32,G,N/A,0,0,
NS2,2,0,26,G,N/A,0,0,
NS2,11,0,56,G,N/A,0,0,
NS2,24,0,36,G,N/A,0,0,
NS2,2,0,43,G,N/A,0,0,
NS2,1,0,34,G,N/A,0,0,
NS2,5,0,23,G,N/A,0,0,
NS2,12,0,40,G,N/A,0,0,
NS2,9,0,60,G,N/A,0,1,
NS2,1,0,54,G,N/A,0,0,
NS2,1,0,37,G,N/A,0,0,
NS2,20,0,65,G,N/A,0,0,
NS2,21,0,64,G,N/A,0,0,
